,Date,User,Tweet,Translation
1201,2021-09-15 00:27:07+00:00,chongjuhigh,"세계가 2050 탄소 중립의 구호를 외치고 있다. 그러려면 30년 동안 매년 7%씩 온실가스 배출을 줄여가야 한다. 작년에 마침 세계 배출량이 7% 줄었는데, 코로나 때문이었다. 그러느라 겪은 고통은 너무나 컸다. .(한삼희)","The world is shouting 2050 carbon neutral slogans. To do this, you need to reduce greenhouse gas emissions by 7%every year for 30 years. Last year, global emissions were reduced by 7%, because of corona. The pain I experienced was too big. . (Han Sam -hee)"
1202,2021-09-15 00:21:52+00:00,chongjuhigh,"[한삼희의 환경칼럼] ‘2050 탄소중립案’ 짜면서 비용은 생각도 안해봤다니
코로나로 작년에 줄어든
세계 온실가스 겨우 7%
그런 고통 30년 이어가야
탄소중립 가능한데
위원회는 비용 계산 없이
‘신재생으로 에너지 70%’
한삼희 선임논설위원","[Han Sam -hee's Environmental Column] '2050 Carbon Neutral 案'
Reduced last year with Corona
World greenhouse gas only 7%
Such pain should continue for 30 years
Carbon neutral
The committee is without cost calculation
'70%energy by renewable'
Han Sam -hee's senior editorial member"
1203,2021-09-14 23:17:10+00:00,Roangram,[한삼희의 환경칼럼] ‘2050 탄소중립案’ 짜면서 비용은 생각도 안해봤다니 - 조선일보 https://t.co/qKWKaAIsEt,[Han Sam -hee's Environmental Column] '2050 Carbon Neutral 案' I didn't even think about the cost -Chosun Ilbo https://t.co
1204,2021-09-14 09:46:26+00:00,TheBlueHouseKR,"문재인 대통령은 오늘 국무회의에서 16건의 법률안을 공포했습니다.
&lt;탄소중립·녹생성장 기본법 공포안&gt; 2050년 탄소중립 국가비전을 위한 국가 전략 이행절차 체계화
&lt;의료법 일부개정법률 공포안&gt; 환자가 의식이 없는 상태에서 수술시 수술실 내부 CCTV 설치

브리핑 전문▶️ https://t.co/cdzvafZPoS https://t.co/p3JzlUXD6w","President Moon Jae -in promulgated 16 laws at the State Council today.
& lt; Carbon Neutral and Rustable Growth Basic Law Fear & GT; 2050 National Strategic Performing Procedures for Carbon Neutral Vision
& lt; some revisions of the Medical Law & GT; Installation of CCTV inside the operating room when the patient is unconscious

Briefing professional ▶ ️ https://t.co/cdzvAfzpos https://t.co/p3jzluxd6w"
1205,2021-09-14 09:04:41+00:00,face19550324,"탈원전 발 맞추던 한수원마저..""원전 추가로 건설해야""

탄소중립위원회에 '2050 시나리오' 수정 요청
신재생 편중된 정책으로는
여름·겨울 전력감당 못해
원전 9기+α로 확대해야
두산重·한화 등 기업들도
""우리나라 환경으론 불가""
학계·산업계 반대의견에도...

https://t.co/h1alRG4ebO","Even KHNP, which was kicking the de -nuclear power plant .. ""Additional nuclear power plants should be constructed""

Request to revise the Carbon Neutral Commission '2050 Scenario'
In a renewable policy,
I can't afford summer and winter power
It must be expanded to 9 nuclear power plants+α
Companies such as Doosan Heavy and Hanwha
""It is impossible for our environment""
Even in opposition to academia and industry ...

https://t.co/h1alrg4ebo"
1206,2021-09-14 06:49:27+00:00,ekaerospacenews,"아시아태평양 항공사들, 2050년 `탄소중립` 달성 약속 
https://t.co/6ou7NaJbCB

[단독] 대한항공, 아·태 항공사협회 탈퇴…효율성 제고
https://t.co/ml2ukzKHom","Asia -Pacific airlines promise to achieve 'carbon neutrality' in 2050
https://t.co/6ou7najBCB

[Exclusive] Korean Air withdraws from the Airline Airlines Association… Enhancement of efficiency
https://t.co/ml2ukzkhom"
1207,2021-09-14 06:13:07+00:00,fritillariamk,"근로장려금과 자녀장려금, 소상공인 지원대책 등 정부의 지원도 보탬이 되길 바란다.

탄소중립 기본법 공포
-우리나라는 탄소중립을 법으로 규정한 열네 번째 나라, '2050 탄소중립' 의지를 분명히 하고 체계적으로 이행할 법적 근거가 마련된 것
-가장 시급한 과제는 다음달까지 2050 탄소중립","We hope that the government will also support the government's support, such as working incentives, children's incentives, and measures to support small businesses.

Fear of Framework for Carbon Neutral
-The country has a legal basis for clarifying and systematically implementing the will of '2050 carbon neutrality', which defines carbon neutrality as a law.
-The most urgent task is 2050 carbon neutral by next month"
1208,2021-09-14 05:42:28+00:00,wajangchang,"산업통상자원부는 더 많은 쓰레기를 사용해 돈을 벌고자 하는 시멘트업계의 숙원사업을 탄소중립안으로 포장하여 탄소중립위원회에 넘겼고, 탄소중립위원회는 이에 대한 검증 없이 2050 탄소중립안으로 발표한 꼴이다. 탄소중립위원회의 시멘트분야 탄소중립안은 거짓이다. https://t.co/29KxPRMOrr","The Ministry of Trade, Industry and Energy wrapped the cement's pursuit project to make money using more garbage into a carbon neutral plan and handed it to the Carbon Neutral Committee, and the Carbon Neutral Commission announced as a 2050 carbon neutral plan without verification. The carbon neutral in the cement field of the Carbon Neutral Committee is false. https://t.co/29kxprmorr"
1209,2021-09-14 02:06:42+00:00,5ranghe__,"2050탄소중립목표로 선진국 에너지기업들이 온실가스배출줄이고 신재생에너지로 전환하고
자동차산업이 전기 수소차 생산으로 바꾸면 뭐해 
케이팝 엔터 특히 하이브가 환경파괴에 앞장서는중..
 디자인이 예쁜것도 아닌데 한탕땡기려고 문어발식으로 굿즈 내놓으면서 비싸게 받아처먹음 https://t.co/FsMIuMInfa","With 2050 carbon neutral goals, energy companies in developed countries reduce greenhouse gas emissions and switch to renewable energy
What do you do when the automobile industry changes to the production of electric hydrogen cars
K -pop Enter, especially Hive, is taking the lead in destroying the environment.
 The design isn't pretty, but it's expensive while serving the goods as an octopus to get a good sun."
1210,2021-09-14 01:18:38+00:00,leesoo1001,"자치행정신문 관악구, 2050 탄소중립 비전선포 및 구민 실천결의 다져 https://t.co/ZS7PMkZDKC","Autonomous Administrative Newspaper Gwanak -gu, 2050 Carbon Neutral Vision Declaration and Residents' Practice Resolutions"
1211,2021-09-13 07:30:08+00:00,industrynews2,"천주교 수원교구, “유엔 정부가 계획하는 2050년보다 10년 빠른 2040까지 탄소중립 실현” https://t.co/m11nM0MRPI","Catholic Suwon Diocese, “Carbon neutral to realize carbon neutral up to 2040, 10 years faster than 2050,” https://t.co/m11nm0mrpi"
1212,2021-09-13 07:05:24+00:00,niernier0,"#국립환경과학원 과 함께 알아보는 #환경용어사전
(탄소중립편)

☑ 탄소중립
☑ 기후·생태계 변화유발물질
☑ 2050 탄소중립위원회
☑ 대기배출원조사
☑ 탄소 포집 및 활용·저장 기술

이해하기 쉽게 쏙쏙!👍🏻

자세한 내용은?
👉🏻https://t.co/Gfc7qH3DyX

#NIER #용어사전 #탄소중립 #탄소중립위원회 https://t.co/Q5ehVCc2lP","#Environmental Term Dictionary with the National Academy of Environment
(Carbon neutral side)

☑ Carbon neutral
☑ Climate and ecosystem change -causing substances
☑ 2050 Carbon Neutral Commission
☑ Survey of air emissions
☑ Carbon capture and utilization and storage technology

Easy to understand! 👍🏻

What is the details?
👉🏻HTTPS: //t.co/GFC7QH3DYX

#NIER #The Terms Dictionary #Carbon Neutral #Carbon Neutral Committee https://t.co/Q5ehvc2lp"
1213,2021-09-13 06:30:34+00:00,dayday1009,"반기문 ""文정부 '2050 탄소중립' 진정성 의심..'국가신뢰 훼손 행위'"" | 다음뉴스 https://t.co/M9M1LRaWao 제1위 수소국가 지향 태양광 풍력발전 전기차 개발지원등 최선을 다하고 있는데 무신 의심? 자다가 봉창뚜드리며 개풀뜯더먹는 소릴하는겨?","Ban Ki -moon ""文 Government"" 2050 Carbon Neutral 'Suspicion of authenticity ..' National trust damage '| Next News https://t.co/m9m1lrawao's No. 1 hydrogen -oriented solar power wind power generation support for the development of electric vehicles. Do you sleep and eat more?"
1214,2021-09-13 05:12:52+00:00,PRESSIAN_news,"""2050 탄소중립위원회를 두고 말이 많다. 너도나도 탄소중립에 진심이라고 밝히고 '기후 대통령'을 자임하는 정치인이 출현하는 지금, 도대체 무슨 일이 벌어지고 있는 걸까.""

https://t.co/wPI2fti4ZG","""There are a lot of talks about the 2050 Carbon Neutral Commission. What is it happening now when a politician who says that he is sincere for carbon neutral and is a climate president.""

https://t.co/wpi2fti4zg"
1215,2021-09-13 01:29:19+00:00,colorchange17,"쓰레기시멘트 아파트 권장하는 정부? 충격적인 시나리오 

* 2050 #탄소중립시나리오 는 왜 기업 이익만 대변하나

*2050 탄소중립 시나리오, 또 틀렸다

*폐합성수지로 시멘트 만들면 탄소배출량 줄까

https://t.co/pbcBAyVyy9 https://t.co/66lTEOcMgS","Garbage cement apartment recommended government? Shocking scenario

* 2050 #Why do carbon neutral scenarios represent only corporate profits

*2050 Carbon Neutral Scenario

*If you make a cement with a waste combined resin, will it be reduced?

https://t.co/pbcbayvyy9 https://t.co/66lteocmgs"
1216,2021-09-13 01:09:45+00:00,ds1apf,"쓰레기시멘트 아파트 권장하는 정부? 충격적인 시나리오 
2050 탄소중립 시나리오는 왜 기업 이익만 대변하나
https://t.co/pazmb3MIp1","Garbage cement apartment recommended government? Shocking scenario
Why does the 2050 carbon neutral scenario represent only corporate profits
https://t.co/pazmb3mip1"
1217,2021-09-13 00:55:29+00:00,NewsAll08855120,"[오마이뉴스] 2050 탄소중립 시나리오는 왜 기업 이익만 대변하나
https://t.co/TKJOH8fFth 
 
#뉴스 #최신뉴스","[Oh MyNews] Why does the 2050 carbon neutral scenario represent only corporate profits
https://t.co/tkjoh8ffth
 
#News #Latest News"
1218,2021-09-10 15:31:16+00:00,pedestrian_1234,"https://t.co/HxNbRnP010
대안 중 하나로 전력망(그리드)이 거론된다
전력이 부족하면 전력 상황이 좋은 곳에서 수입해 쓰자는 것이다. 한국도 마찬가지 이유로 '동북아 그리드' 사업이 거론된다. 지난 5일 탄소중립 위원회가 발표한 '2050 탄소중립 시나리오 초안'에서도 '동북아 그리드'가 명시했다.","https://t.co/hxnbrnp010
As one of the alternatives, the grid (grid) is discussed.
If the power is insufficient, it is to import and use it in a good power situation. In Korea, the Northeast Asian grid project is discussed. Northeast Asian Grid also stated in the 2050 carbon neutral scenario draft announced by the Carbon Neutral Commission on the 5th."
1219,2021-09-10 05:36:35+00:00,USAmbROK,"세계 철강 산업을 선도하는 #포스코 를 실제로 보니 정말 대단했고, #한국전쟁 참전용사들을 함께 기억해주셔서 감사드립니다! 2050년까지 탄소중립을 달성한다는 계획도 환영합니다. https://t.co/NM06iyS17X","It was amazing to see #POSCO, which leads the world steel industry, and thank you for remembering the Korean War veterans together! We also welcome plans to achieve carbon neutrality by 2050. https://t.co/nm06iys17x"
1220,2021-09-10 02:32:31+00:00,mevpr,"정부는 기후변화 대응을 위해 2050 탄소중립 시나리오와
2030 국가 온실가스 감축목표(NDC) 상향을추진하고 있습니다. 

2050 탄소중립 실현을 위한 부문별 로드맵을 준비하고 있습니다. 연내 수립•시행으로 2050 탄소중립 실현 가속화하겠습니다.
 
탄소중립 사회 실현을 위해 최선을 다하겠습니다. https://t.co/0YwBbrosXq","The government has 2050 carbon neutral scenarios to respond to climate change.
2030 National GHG reduction targets (NDC) are being raised.

We are preparing a roadmap for each sector for 2050 carbon neutral realization. This year, we will accelerate 2050 carbon neutral realization by establishing and implementing this year.
 
We will do our best to realize carbon neutral society. https://t.co/0ywbbrosxq"
1221,2021-09-10 02:19:14+00:00,Piksari_kick,"최재형 후보 인터뷰 중

문재인 정부가 제시한 ‘탄소중립 2050’ 시나리오는 비용에 대한 고려가 없는 비현실적인 내용이며, 우리 경제와 기업에 큰 부담을 안겨줄 것""
또한 ""탄소중립을 추진하겠다면서 저탄소 에너지인 원자력의 비중을 오히려 낮추겠다는 문재인 정부의 계획은 그 자체로서 모순 https://t.co/YzawVPWgpQ","Interview with Choi Jae -hyung

The “Carbon Neutral 2050” scenario proposed by the Moon Jae -in government is an unrealistic content without considering the cost, and it will put a big burden on our economy and business. ”
In addition, the Moon Jae -in government's plan to reduce the proportion of low -carbon energy, which is a low -carbon energy, is to promote carbon neutral, is contradictory https://t.co/yzawvpWGPQ"
1222,2021-09-09 16:32:17+00:00,kgb02881,"[경북다경뉴스] 의성군, 2050탄소중립 실현 위한 온실가스감축계획 수립 착수 https://t.co/Ml7goP4dkj","[Gyeongbuk Dakyung News] Uiseong -gun, the 2050 carbon neutral realization of greenhouse fishery reduction plans https://t.co/ml7gop4dkj"
1223,2021-09-09 13:50:31+00:00,JungJaHyun,"&lt; 참여 시민에 “기밀서약 제창하라”…‘탄중위’식 탄소중립 공론화 물의 &gt;

- 2050 탄소중립위원회 “안전장치…신고리 땐 윤리각서도”

11~12일 시민 500여명 줌 토론회 앞두고 시민회의 역할 모호·도구화 비판 지속 https://t.co/TMjLolfPd5","& lt; “Prow the confidential pledge” to the participating citizens… ‘Tanjung’ carbon neutral public debate water & gt;

-2050 Carbon Neutral Committee “Safety System… Ethics aory also when it comes to Shingori ”

On November 11-12, 500 citizens of the citizens 'zoom debate, the role of the Citizens' Association Moe and Toolization Critics continued to continue https://t.co/tmjlolfpd5"
1224,2021-09-09 11:51:29+00:00,VanFaren,"""2050 탄소중립은 늦다..석탄발전 9년 내 다 멈춰야"" 
https://t.co/EBSQBJWJHR 
청년 활동가들 ‘2040 기후중립 시나리오’로 정부안 비판
“재생에너지 발전 비중 50% 늘려 온실가스 80% 감축해야”","""2050 carbon neutrality is late. Coal power generation should stop in 9 years.""
https://t.co/ebsqbjwwjhr
Criticism of the government for young activists, “2040 Climate Neutral Scenarios”
“We need to increase the percentage of renewable energy generation by 50% to reduce greenhouse gas 80%”"
1225,2021-09-09 11:09:48+00:00,kfem,"CCUS(탄소 포집·이용·저장)기술을 파헤쳐보았습니다! '2050 탄소중립 시나리오'의 주요 탄소 감축원인 CCUS, 정작 상용화되기는 매우 어렵다는데...?😮‍💨
#피카츄희 #에너지대모험 #ccus #탄소중립 
https://t.co/lK0SGZnj2U","I've dug up CCUS technology! CCUS, the main source of carbon reduction of '2050 carbon neutral scenario', is very difficult to commercialize ...?
#Pikachuhee #Energy University Adventure #CCUS
https://t.co/lk0sgznj2u"
1226,2021-09-09 07:16:12+00:00,ccoupang_,"문재인 정부가 만든 탄소중립위원회를 해체해야 한다는 요구가 큽니다. 기후위기 최전선의 민중을 배제한 채 깜깜이 논의를 진행하면서, 2050년 탄소중립을 달성할 수 없는 시나리오를 내놨기 때문입니다. https://t.co/mWdRP3YeaM","There is a high demand for dismantling the carbon neutral committee created by the Moon Jae -in government. This is because the discussion of the climate crisis, excluding the people's discussions, has made a scenario that cannot achieve carbon neutrality in 2050. https://t.co/MWDRP3YEAM"
1227,2021-09-09 05:32:33+00:00,2qTYhrWpctTTFYg,"의성군, 2050탄소중립 실현 온실가스감축계획 수립 착수! https://t.co/zSOpmhspRv","Uiseong -gun, 2050 carbon neutral realization greenhouses reduction plan establishment! https://t.co/zsopmhsprv"
1228,2021-09-09 02:55:37+00:00,XRQ2GqqS4a3aah5,"은평구, 2050 탄소중립 실현을 위해 ‘글로벌 기후·에너지 시장협약’ 및 유엔 ‘레이스투제로’ 참여 https://t.co/RIAEoigIpn","Eunpyeong -gu, to realize 2050 carbon neutrality https://t.co/riaeoigipn"
1229,2021-09-09 02:23:26+00:00,DKAMBinKorea,"2021 #충청남도(@echungnam) 탈석탄 탄소중립 #기후위기 선제 대응 국제 컨퍼런스'에 참석했습니다. 포부가 큰 2050 #탄소중립 비전과 #RE100 선언이 감명 깊었습니다. 충남 지역과 #스마트그린스쿨, #바이오가스 및 #해상풍력 발전 분야 협력 증대가 기대됩니다.  #탈석탄 #녹색덴마크 https://t.co/EHDgwkka2w","2021 #Chungcheongnam -do (@ECHUNGNAM) Desertized Carbon Neutrality #It's the International Conference for Response to Climate Crisis. The 2050 aspirations with great ambitions were impressed with the Carbon Neutral Vision and the #RE100 Declaration. We look forward to increasing cooperation in Chungnam area and #smart green school, #biogas and #offshore wind power. #Deserts #Green Danish https://t.co/ehdgwkka2w"
1230,2021-09-09 01:30:59+00:00,leesoo1001,"자치행정신문 은평구, 2050 탄소중립 실현을 위해 ‘글로벌 기후·에너지 시장협약’ 및 유엔 ‘레이스투제로’ 참여 https://t.co/8THsf9uuei","Eunpyeong -gu, autonomous administrative newspaper Eunpyeong -gu, to realize 2050 carbon neutral, 'Global Climate and Energy Market Convention' and UN 'Lace Together'"
1231,2021-09-08 12:46:40+00:00,greenark2,"@SignoraVetinari 누가 대통령이 되든 기후위기 대응을 위한 2050 탄소중립은 과한 목표가 아니고, 이를 위해서는 재생에너지를 대폭 확대하고 송배전망도 확충되어야 합니다. 이것이 전기요금의 대폭 인상을 의미하는 것은 아닙니다.","@Signoravetinari, no matter who is the president, 2050 carbon neutral for the climate crisis is not an excessive goal, and for this purpose, the renewable energy must be greatly expanded and the transmission forecast must be expanded. This does not mean a significant increase in electricity bills."
1232,2021-09-08 08:37:38+00:00,hyechulson,"그린뉴딜 기반 ‘충남형 2050 탄소중립’ 비전 선포

https://t.co/h4hBX9nytz https://t.co/l7KFanngZu","Green New Deal -based “Chungnam -type 2050 Carbon Neutral” proclamation

https://t.co/h4hbx9nytz https://t.co/l7kfanzu"
1233,2021-09-08 08:09:30+00:00,foodandfood,"뉴시니어.양승조 충남지사, ‘충남형 2050 탄소중립 비전·전략’ 발표 | 다음카페 https://t.co/QdHHdHBsZj",New Senior and Yang Seung -jo Chungnam Governor announced 'Chungnam -type 2050 Carbon Neutral Vision and Strategy' | Daum Cafe https://t.co/qdhhdhbszj
1234,2021-09-08 08:00:38+00:00,mevpr,"수돗물 병입수, 
이제 상표띠 없이 만나요~

환경부는 21년 9월 3일
수도사업자 및 여객사업자 
'상표띠 없는 투명페트병 사용'
업무협약을 체결했습니다.

연간 400톤의 플라스틱 재활용 촉진으로
2050 탄소중립에 앞장서겠습니다!

👉https://t.co/X8EvO3YYdk

#환경부 #투명페트병 #2050탄소중립 https://t.co/0ewHGtpbY7","Tap water bottles,
Now we meet without a trademark.

The Ministry of Environment on September 3, 21
Water operator and passenger business
'Use of transparent PET bottles without trademark bands'
We have signed a business agreement.

By promoting 400 tons of plastic recycling annually
2050 I will take the lead in carbon neutrality!

👉https: //t.co/x8evo3ydk

#Name of the Ministry of Environment #2050 Carbon Neutral https://t.co/0ewhgtpby7"
1235,2021-09-08 08:00:28+00:00,foodandfood,"뉴시니어.양승조 충남지사, ‘충남형 2050 탄소중립 비전·전략’ 발표 (출처 : 뉴시니어. .. | https://t.co/K1nmrvyauj 블로그) https://t.co/Nrz8rHPCOy","New Senior, Yang Seung -jo, Chungnam Governor, “Chungnam Hyung 2050 Carbon Neutral Vision and Strategy” (Source: New Senior.)"
1236,2021-09-08 07:32:02+00:00,foodandfood,"[뉴시니어] 양승조 충남지사, ‘충남형 2050 탄소중립 비전·전략’ 발표 https://t.co/MQNP660NGv","[New Senior] Yang Seung -jo, Chungnam Governor, 'Chungnam Hyung 2050 Carbon Neutral Vision and Strategy' https://t.co/mqnp660ngv"
1237,2021-09-08 06:08:35+00:00,kingcert,"여수시, 국제사회와 함께하는 2050 탄소중립 캠페인 참여 https://t.co/n0q55452iq","Yeosu City, participate in the 2050 carbon neutral campaign with the international community https://t.co/n0q55452iq"
1238,2021-09-08 05:37:13+00:00,segyelocaltimes,"고양시, 국제사회와 함께 ′2050 탄소중립 실현′ 힘쓴다 https://t.co/j893yGrTL2","Goyang City, with the international community, '2050 carbon neutral' https://t.co/j893ygrtl2"
1239,2021-09-08 04:17:12+00:00,presquelabas,"@Dubrovnik_Adria 그러면서 ""2040년부터 내연기관 자동차를 팔지 못하게 하겠다""랍니다.

문재인 정부의 탄소중립 정책은 ""2050년까지 전기·수소차 등 무공해차를 76∼97% 이상 보급""하는 건데 이걸 왜곡하고 비튼 겁니다.

전기값 치솟게 해놓고 내연기관 자동차 못 팔게 하겠다???

https://t.co/uUaSDTeltY","@Dubrovnik_adria is, ""I will not be able to sell my internal combustion engine car from 2040.""

The Moon Jae -in government's carbon neutral policy is that ""76-97% of the pollution -free cars such as electricity and hydrogen cars by 2050 are distorted and distorted.

I can't sell the electricity car soaring the electricity price soaring ???

https://t.co/uuasdtelty"
1240,2021-09-07 15:10:16+00:00,seventeeeeeenth,@stress_cyren @DHTTNEW 여기에 스마트그리드가 접목되면 ess등으로 에너지 송배전 비용도 줄일수있다는게 현재 정부의 정책기조입니다. 이런 수단을 더 지원해서 로 2050탄소중립을 더 앞당기자 뭐 이런 공약같던데요,"@stress_cyren @dhttnew is the government's policy stance that if the smart grid is incorporated here, it can reduce energy transmission and distribution costs with ESS. It was like this pledge to support 2050 carbon neutrality by supporting more of these means."
1241,2021-09-07 05:33:09+00:00,nagodory,@moonriver365 제2회 푸른 하늘의 날!!!! 2050 탄소중립!!!! 2030 이산화탄소감축목표!!!! 문재인정부의 국민이어서 정말 행복하고 자랑스럽습니다!!!!🇰🇷🇰🇷🇰🇷🇰🇷💙💙💙💙,@Moonriver365 The 2nd Blue Sky Day !!!! 2050 Carbon Neutral !!!! 2030 carbon dioxide reduction target !!!! I am really happy and proud of the people of the Moon Jae -in administration !!!! 🇰💙💙💙💙
1242,2021-09-07 05:20:37+00:00,greenjeonnam,"전남도, 2050 탄소중립 국제사회와 함께한다

2050 탄소중립 실현을 위한 국제사회와의 협력을 강화코자 세계 1만여 지방정부가 함께하는 ‘글로벌 기후·에너지 시장협약’에 가입하고 유엔기후변화협약이 주관한 ‘레이스투제로’ 캠페인도 참여한다.

자세하게 알아볼까요?
▶https://t.co/JnbgPPintW","Jeonnam -do, 2050 carbon neutral international community

In strengthening cooperation with the international community to realize the 2050 carbon neutral, we will join the Global Climate and Energy Market Convention, which is held by more than 10,000 local governments, and also participate in the “Race Toy” campaign hosted by the United Nations Climate Change Convention.

Let's take a closer look.
▶ https: //t.co/jnbgpintw"
1243,2021-09-07 02:29:39+00:00,OhmyNews_Korea,"문 대통령 ""2025년까지 태양광·풍력설비 2배 이상 확대"" #문재인 #영상메시지 #2050_탄소중립 #제2회_푸른하늘의_날 https://t.co/NoCZFW6s3w 유창재 기자","President Moon ""By 2025, more than twice the solar and wind equipment"" #Moon Jae -in #Video Message #2050_ Carbon Neutral #2_The Blue Sky"
1244,2021-09-06 12:34:45+00:00,Tesla159,문재앙은 2050년까지 탄소 배출을 ‘제로(0)’로 만드는 탄소 중립 실현 수단으로 탈원전과 신재생에너지를 내세운 데에 “실패한 전략임이 이미 입증됐다”고 했다. 독일은 원전을 대거 폐쇄하고 신재생에너지에 투자했지만 전기는 원전 선도국 프랑스보다 170% 비싸고 4배 이상 더럽다는 것이다...(하략) https://t.co/DeeV8lfAy6,"Moon Jae -ji said that by 2050, Moon Jae -ji said that it was ""a failed strategy"" in promoting de -sources and renewable energy as a means of carbon neutral realization that made carbon emissions ""zero (0)."" Germany has closed a large number of nuclear power plants and invested in renewable energy, but electricity is 170% more expensive and four times dirty than France, a nuclear power plant."
1245,2021-09-06 09:37:30+00:00,breadandroses99,"[9월 당원강좌] ""문재인 정부 탄소중립선언 뜯어보기""-2050년 탄소중립선언은 거짓말이었나?/강사-이헌석
https://t.co/wO2aqVwkdY https://t.co/LqSa38vY9C","[September Party Lecture] ""Take the Moon Jae-in Government Carbon Neutral Declaration"" -Was the Carbon Neutral Declaration in 20150?/Instructor-Lee Heon-seok
https://t.co/wo2aqvwkdy https://t.co/lqsa38vy9c"
1246,2021-09-06 07:16:27+00:00,leesoo1001,"자치행정신문 전남도, 2050 탄소중립 국제사회와 함께한다 https://t.co/bWVB4NHz8a","The autonomous administrative newspaper Jeonnam -do, 2050 carbon neutral international community https://t.co/bwvb4nhz8a"
1247,2021-09-06 06:39:03+00:00,3162005,"전남도, 2050 탄소중립 국제사회와 함께한다  김경률기자 기자 https://t.co/Kp1LyK1WzK","Jeonnam -do, 2050 Carbon Neutral International Reporter Kim Kyung -ryul reporter https://t.co/kp1lyk1wzk"
1248,2021-09-06 00:34:01+00:00,newstreekorea,"#2050탄소중립 #IPCC #지구온난화
2050탄소중립도 늦는다?!
기후 마지노선 1.5도까지 이제 20년 남았대요;;
https://t.co/TsQTywqhhq","#2050 Carbon Neutral #IPCC #Global warming
2050 carbon neutrality is too late?!
The climate margin line is about 20 years left to 1.5 degrees;
https://t.co/tsqtywqhhq"
1249,2021-09-05 22:42:44+00:00,redgari1,"정부가 2050년에 탄소중립을 실현하기 위해 급발진하면서 산업계 전체가 패닉 상태에 빠져. 기업들은 주 52시간 근무제, 중대재해처벌법 등을 뛰어넘는 메가톤급 후폭풍을 우려. 그러나 대선 주자들은 여야를 막론하고 이같은 기업들의 목소리에 아랑곳하지 않고 목표치를 더 높이는데 치중하고 있음.","The entire industry is panic as the government is rapidly going to realize carbon neutrality in 2050. Companies are concerned about the aftermath of the megaton classes that go beyond the 52 -hour workweek and the serious disaster punishment law. However, the presidential candidates are focusing on raising their targets, regardless of the voices of these companies, regardless of the ruling and opposition parties."
1250,2021-09-03 23:36:10+00:00,ccoupang_,"문재인 정부가 만든 탄소중립위원회를 해체해야 한다는 요구가 큽니다. 기후위기 최전선의 민중을 배제한 채 깜깜이 논의를 진행하면서, 2050년 탄소중립을 달성할 수 없는 시나리오를 내놨기 때문입니다. https://t.co/mWdRP3YeaM","There is a high demand for dismantling the carbon neutral committee created by the Moon Jae -in government. This is because the discussion of the climate crisis, excluding the people's discussions, has made a scenario that cannot achieve carbon neutrality in 2050. https://t.co/MWDRP3YEAM"
1251,2021-09-03 15:35:36+00:00,naeagara,"대세 탄소중립 관련株, 무턱대고 샀다가는…
‘2050 탄소중립 시나리오’ 초안 공개…
전문가들“세계적 흐름 
맞지만 갈 길 멀어”
신재생에너지· CCUS·그린수소 주목
복합적 성격 ‘탄소세’ 정책 리스크 변수
https://t.co/RuTodQeIZf","I bought a big carbon neutral.
'2050 Carbon Neutral Scenario'
Experts “Global flow
That's right, but it's a long way to go ”
Renewable energy · CCUS · Green hydrogen attention
Complex personality “carbon tax” policy risk variable
https://t.co/rutododqeizf"
1252,2021-09-03 09:31:33+00:00,iamkepco,"2050탄소중립 달성과 국내기업의 RE100 이행 지원을 위해
지난 6월부터 ‘제3자간 전력거래계약’ 제도가 시행되었습니다!

'제3자간 전력거래계약’ 제도
페이스북에서 확인해보세요! 
➡️https://t.co/BNvw0apQQq https://t.co/Zp2VIB8cT7","2050 to achieve carbon neutral and support Korean companies' RE100 implementation
Since June, the “Third -part Power Transaction Agreement” system has been implemented!

'Third -party power transaction contract' system
Check out Facebook!
➡️https://t.co/BNvw0apQQq https://t.co/Zp2VIB8cT7"
1253,2021-09-03 05:07:25+00:00,chungbuk_assem,"[👀#제393회 #임시회 #제1차 #본회의 #대집행기관질문👀]

- 어제(2일) 제1차 본회의 시 의원님들의 대집행기관질문이 있었는데요🤓
- 그 현장 지금 바로 가보시죠 gogo🏃🏃‍♂️🏃

#첫번째 #이상정의원
- 최근 국가과제로 대두되고 있는 2050 탄소중립 관련 방향성과 추진계획 등 https://t.co/3HT21dGErm","[👀 #393 #temporary meeting #1 #plenary session #

-I yesterday (2 days) There was a question of the institutional institution of the city council members of the first plenary session.
-This site Now go now GOGO🏃‍♂️🏃

#First #Lee Sang -jung
-HTTPS://t.co/3HT21DGerm, including 2050 carbon neutral direction and promotion plan, which has recently emerged as a national task"
1254,2021-09-02 20:26:47+00:00,binmudum,"이번 국회에서 통과된 수술실 CCTV 법안, 사학법개정보다 어느면에서 가장 중요한 법이 탄소중립기본법이다. 문대통령 탄소중립선언 10개월만이며, 2050년 탄소중립 목표 법제화 열네 번째 국가다. 향후 우리나라 경제,산업,일자리를 근본적으로 바꿀 중대 민생법안이다. 그러나 홍보가 너무 부족하다. https://t.co/1oJLZ1js6l","The most important law that is more important than the CCTV bill and a private academic legislation passed in the National Assembly is the Basic Carbon Neutral Law. It is only 10 months after Moon's carbon neutral declaration, and in 2050, he is the first in the first nation. In the future, it is a company -livelihood bill that will fundamentally change the economy, industry and jobs in Korea. But the publicity is too short. https://t.co/1ojlz1js6l"
